Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
5/19/2018,12:14:08,3,26392,Female,Web,Guest,Auto & Accessories,Car Seat Covers,114,1,0.3,16.9,1.7,High,money_order
11/5/2018,19:30:41,1,38557,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,104.8,10.5,Critical,credit_card
1/30/2018,9:59:07,4,41214,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,25,2.5,High,credit_card
2/11/2018,9:40:11,4,19107,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,97.2,9.7,Medium,credit_card
12/7/2018,16:42:57,10,39542,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,25.3,2.5,High,money_order
6/13/2018,15:43:58,10,54647,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,14.4,1.4,Medium,credit_card
10/19/2018,0:26:23,1,42462,Female,Web,Member,Auto & Accessories,Tyre,250,5,0.3,132.5,13.3,High,credit_card
12/16/2018,11:31:18,4,50605,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,money_order
1/12/2018,23:11:44,6,21596,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,54,5.4,Medium,credit_card
11/6/2018,22:25:10,5,11919,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,30.6,3.1,High,credit_card
10/16/2018,18:31:23,7,44736,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,137.1,13.7,High,credit_card
9/29/2018,20:09:24,3,51214,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,Critical,credit_card
8/17/2018,10:33:27,5,44433,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,122.6,12.3,High,e_wallet
11/1/2018,17:57:54,5,13491,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,18.3,1.8,High,credit_card
12/4/2018,22:59:50,6,22694,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,20.3,2,High,credit_card
8/21/2018,13:18:37,3,23487,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.2,160,16,High,money_order
1/9/2018,19:42:43,6,56042,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.1,14.4,1.4,High,credit_card
6/26/2018,13:32:22,7,34712,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Medium,credit_card
6/27/2018,0:34:10,10.5,52771,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,High,credit_card
2/18/2018,1:02:11,9,51127,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,116.4,11.6,Medium,credit_card
9/3/2018,23:09:50,9,15715,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,55.8,5.6,High,credit_card
10/4/2018,8:33:09,8,39958,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,99.4,9.9,Medium,credit_card
2/14/2018,18:32:52,8,40834,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,32.3,3.2,Medium,money_order
8/17/2018,17:37:52,8,24868,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,35.6,3.6,High,credit_card
8/5/2018,17:40:34,5,30499,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.3,120,12,Critical,credit_card
6/25/2018,15:47:27,10,17954,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,72,7.2,Critical,credit_card
9/27/2018,14:17:37,5,38440,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Critical,credit_card
10/15/2018,21:45:12,5,44991,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,15.8,1.6,High,credit_card
3/6/2018,9:53:36,10,12808,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,123.3,12.3,Critical,credit_card
6/14/2018,15:42:20,9,21160,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.1,53,5.3,Medium,credit_card
11/1/2018,16:37:54,4,15219,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,105.7,10.6,Critical,credit_card
5/20/2018,10:33:47,8,34152,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,18.3,1.8,High,credit_card
7/1/2018,21:12:33,10,32393,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,Critical,credit_card
5/21/2018,21:10:35,8,15473,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.1,157.5,15.8,High,credit_card
12/14/2018,11:22:37,5,41516,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Medium,credit_card
1/30/2018,21:47:13,9,34990,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Critical,credit_card
1/4/2018,17:56:28,9,39623,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,31.7,3.2,Critical,credit_card
6/17/2018,9:55:37,4,15438,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,Critical,money_order
7/20/2018,11:46:49,9,55295,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,37.6,3.8,Medium,credit_card
3/14/2018,9:06:34,10,29470,Female,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,99.4,9.9,Critical,money_order
10/19/2018,13:22:15,9,51532,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.2,25.3,2.5,High,credit_card
9/2/2018,13:01:06,8,15093,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.3,14.4,1.4,High,credit_card
7/4/2018,16:49:21,10,31944,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,155,15.5,High,money_order
9/13/2018,17:26:06,8,46568,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,High,credit_card
7/24/2018,11:32:11,4,44356,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,27,2.7,High,credit_card
7/5/2018,11:55:58,3,44848,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,29.4,2.9,Medium,credit_card
9/30/2018,20:24:33,1,21237,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,146.4,14.6,Critical,credit_card
5/3/2018,14:31:43,5,21678,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.1,54.4,5.4,Medium,money_order
5/25/2018,22:10:13,1,40940,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,78.3,7.8,Medium,credit_card
1/12/2018,13:33:22,6,50786,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,32.3,3.2,Critical,credit_card
12/13/2018,11:36:11,9,13626,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,High,credit_card
4/20/2018,16:21:04,10,57875,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.3,160,16,High,money_order
4/26/2018,15:47:51,5,28158,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,72,7.2,High,money_order
10/1/2018,15:34:15,10,57407,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,18,1.8,High,credit_card
3/23/2018,15:50:03,10,17806,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,20.3,2,Critical,e_wallet
3/1/2018,7:15:07,7,33588,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,144.1,14.4,Medium,credit_card
3/3/2018,20:22:53,4,10412,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,54.4,5.4,Medium,debit_card
1/4/2018,11:31:15,1,42771,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,105.7,10.6,High,credit_card
11/21/2018,20:36:22,8,55390,Male,Web,Guest,Auto & Accessories,Car Body Covers,117,5,0.3,19.5,1.9,High,credit_card
4/2/2018,14:51:11,4,33698,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,Medium,credit_card
10/23/2018,11:23:50,6,29259,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,140,14,High,credit_card
5/10/2018,16:04:42,3,13267,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
8/13/2018,9:35:10,6,23917,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.1,10.8,1.1,High,credit_card
2/13/2018,20:30:02,3,31060,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,29.4,2.9,High,credit_card
9/11/2018,14:59:05,2,54171,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,144.1,14.4,Critical,credit_card
12/19/2018,23:15:51,2,43512,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,51.6,5.2,Medium,credit_card
4/3/2018,12:56:49,10,27394,Male,Web,Guest,Auto & Accessories,Car Speakers,211,1,0.3,109.9,11,Critical,credit_card
4/27/2018,19:41:55,7,14240,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,30,3,Critical,credit_card
7/18/2018,16:16:28,2,23854,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,33.3,3.3,High,credit_card
5/6/2018,10:27:56,6,10753,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,167.5,16.8,Medium,credit_card
4/11/2018,12:10:02,2,12496,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
8/20/2018,21:31:59,7,53561,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,Medium,money_order
12/7/2018,17:53:30,6,18190,Male,Web,Guest,Auto & Accessories,Car Seat Covers,114,5,0.2,22.6,2.3,Medium,credit_card
10/24/2018,8:21:25,7,21930,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,93.3,9.3,High,credit_card
11/6/2018,18:45:01,5,48931,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.1,54.4,5.4,Critical,credit_card
11/4/2018,10:46:33,6,32604,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,Medium,credit_card
5/3/2018,14:31:13,8,25082,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.2,25.3,2.5,Medium,e_wallet
3/2/2018,7:55:59,5,32190,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,High,credit_card
6/1/2018,23:15:14,2,15014,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,132.5,13.3,Critical,money_order
5/7/2018,12:39:10,9,53248,Female,Web,Member,Fashion,Shirts,196,3,0.5,98.4,9.8,High,money_order
4/24/2018,23:51:56,5,45946,Female,Web,Member,Fashion,Jeans,218,2,0.5,124.9,12.5,High,credit_card
10/14/2018,15:39:33,3,29872,Male,Web,Member,Fashion,Suits,109,5,0.5,23.6,2.4,High,e_wallet
6/25/2018,11:45:19,9,13517,Male,Web,Member,Fashion,Sports Wear,85,5,0.5,17,1.7,Critical,money_order
4/24/2018,14:18:04,2,50796,Male,Web,Member,Fashion,Casula Shoes,122,3,0.4,27.4,2.7,High,credit_card
8/18/2018,12:41:01,10,17741,Male,Web,Member,Fashion,Running Shoes,224,1,0.5,117.1,11.7,High,credit_card
11/14/2018,15:45:12,2,53526,Male,Web,Member,Fashion,Formal Shoes,213,3,0.5,113.8,11.4,High,money_order
8/17/2018,1:22:20,7,56048,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,High,money_order
12/9/2018,0:37:23,6,40660,Male,Web,Member,Fashion,Titak watch,228,1,0.5,145.7,14.6,High,money_order
6/29/2018,20:44:23,2,26633,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,77.4,7.7,Medium,money_order
4/22/2018,20:40:31,1,42479,Male,Web,Member,Fashion,T - Shirts,248,5,0.4,143.2,14.3,High,credit_card
10/9/2018,1:44:40,7,13850,Male,Web,Member,Fashion,Shirts,196,5,0.4,96.4,9.6,High,credit_card
11/23/2018,14:18:28,10,11018,Male,Web,Member,Fashion,Jeans,218,5,0.5,105.3,10.5,Critical,credit_card
7/16/2018,19:11:28,9,48394,Male,Web,Member,Fashion,Suits,109,2,0.4,20.3,2,High,credit_card
7/30/2018,12:48:54,8,34215,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,Medium,credit_card
2/14/2018,20:27:07,9,50967,Male,Web,Member,Fashion,Casula Shoes,122,1,0.4,32.2,3.2,Critical,money_order
11/14/2018,7:44:12,4,31483,Male,Web,Member,Fashion,Running Shoes,224,3,0.5,137.3,13.7,High,money_order
2/16/2018,19:00:20,10,48567,Female,Web,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,credit_card
8/27/2018,12:30:35,9,19776,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Critical,credit_card
5/14/2018,17:21:38,4,34465,Male,Web,Member,Fashion,Titak watch,228,3,0.4,120.6,12.1,High,credit_card
5/27/2018,16:15:38,3,26208,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,71.1,7.1,Critical,credit_card
1/3/2018,21:28:22,3,36564,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,158.1,15.8,Medium,credit_card
7/19/2018,9:22:39,1,56828,Male,Web,Member,Fashion,Shirts,196,1,0.5,114,11.4,Medium,money_order
3/6/2018,19:02:05,4,23793,Female,Web,Member,Fashion,Jeans,218,1,0.5,111.8,11.2,Critical,credit_card
1/19/2018,10:33:51,8,41427,Male,Web,Member,Fashion,Suits,109,3,0.5,12.7,1.3,Critical,credit_card
3/23/2018,13:44:46,1,10653,Male,Web,Member,Fashion,Sports Wear,85,3,0.5,28.3,2.8,High,credit_card
7/18/2018,19:01:54,8,32525,Male,Web,Member,Fashion,Casula Shoes,122,2,0.4,32.2,3.2,High,credit_card
10/13/2018,12:22:32,4,29968,Male,Web,Member,Fashion,Running Shoes,224,1,0.4,126.1,12.6,High,money_order
4/27/2018,14:53:37,1,21313,Female,Web,Member,Fashion,Formal Shoes,213,1,0.4,116,11.6,Critical,credit_card
9/23/2018,18:02:49,10,20682,Male,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,Medium,credit_card
4/17/2018,19:53:32,1,16586,Male,Web,Member,Fashion,Titak watch,228,2,0.5,143.4,14.3,High,money_order
8/18/2018,14:40:00,7,45096,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,72.6,7.3,High,credit_card
6/8/2018,22:32:31,7,12713,Female,Web,Member,Fashion,T - Shirts,248,3,0.4,138.2,13.8,High,credit_card
11/11/2018,18:11:14,9,47056,Male,Web,Member,Fashion,Shirts,196,3,0.5,110.1,11,High,credit_card
2/14/2018,8:02:31,5,40084,Male,Web,Member,Fashion,Jeans,218,2,0.5,133.6,13.4,Critical,e_wallet
5/28/2018,19:17:48,3,38067,Female,Web,Member,Fashion,Suits,109,5,0.5,12.7,1.3,Medium,credit_card
12/29/2018,11:27:48,8,12872,Female,Web,Member,Fashion,Sports Wear,85,5,0.5,17,1.7,Medium,money_order
4/26/2018,16:41:58,7,12635,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,37.1,3.7,High,debit_card
9/6/2018,21:05:52,7,39749,Female,Web,Member,Fashion,Running Shoes,224,2,0.4,126.1,12.6,High,credit_card
11/1/2018,21:16:43,3,50072,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,Medium,credit_card
7/16/2018,18:21:13,2,25125,Male,Web,Member,Fashion,Sneakers,62,3,0.5,20.7,2.1,High,credit_card
7/17/2018,17:57:28,4,51305,Male,Web,Member,Fashion,Titak watch,228,3,0.4,134.3,13.4,High,credit_card
8/25/2018,20:41:55,10,52516,Male,Web,Member,Fashion,Fossil Watch,159,5,0.4,63.1,6.3,High,e_wallet
6/9/2018,21:25:42,6,37542,Male,Web,Guest,Fashion,T - Shirts,248,3,0.5,160.6,16.1,High,credit_card
8/24/2018,17:59:00,8,36368,Female,Web,Member,Fashion,Shirts,196,1,0.4,108.2,10.8,High,credit_card
4/13/2018,11:43:43,5,38594,Male,Web,Member,Fashion,Jeans,218,5,0.5,83.5,8.4,Medium,credit_card
1/1/2018,8:57:03,3,16003,Male,Web,Member,Fashion,Suits,109,1,0.4,24.6,2.5,Critical,credit_card
12/22/2018,17:23:21,7,13198,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,21.3,2.1,Medium,credit_card
5/2/2018,7:08:01,10,11439,Male,Web,Member,Fashion,Casula Shoes,122,2,0.4,37.1,3.7,Medium,money_order
1/22/2018,13:39:48,5,58553,Female,Web,Member,Fashion,Running Shoes,224,1,0.5,137.3,13.7,Critical,money_order
5/16/2018,15:21:50,3,32198,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,98.9,9.9,Critical,e_wallet
11/20/2018,18:55:21,7,53284,Male,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,High,credit_card
2/7/2018,21:52:13,10,49448,Male,Web,Member,Fashion,Titak watch,228,3,0.5,127.5,12.7,High,credit_card
3/23/2018,13:37:52,8,39542,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,75.8,7.6,Critical,money_order
3/22/2018,0:50:48,7,16358,Female,Web,Member,Fashion,T - Shirts,248,3,0.5,160.6,16.1,Medium,credit_card
4/3/2018,0:18:41,7,39024,Male,Web,Member,Fashion,Shirts,196,2,0.5,112.1,11.2,Critical,credit_card
5/7/2018,23:01:29,3,38109,Male,Web,Member,Fashion,Jeans,218,1,0.5,129.3,12.9,Medium,money_order
12/12/2018,10:59:12,10,54766,Male,Web,Member,Fashion,Suits,109,2,0.5,22.5,2.2,Critical,money_order
12/30/2018,9:47:28,5,32281,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,21.3,2.1,High,credit_card
11/1/2018,0:29:18,3,45817,Male,Web,Member,Fashion,Casula Shoes,122,5,0.5,35.9,3.6,Medium,credit_card
2/22/2018,11:16:39,5,18204,Female,Web,Member,Fashion,Running Shoes,224,1,0.5,137.3,13.7,Critical,credit_card
6/26/2018,13:47:09,9,32474,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,credit_card
7/20/2018,17:46:35,7,57073,Male,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,Medium,credit_card
4/23/2018,21:49:37,5,59970,Male,Web,Member,Fashion,Titak watch,228,3,0.5,113.8,11.4,Medium,credit_card
7/26/2018,17:49:11,2,39091,Male,Web,Member,Fashion,Fossil Watch,159,3,0.5,55.2,5.5,Medium,credit_card
12/19/2018,19:37:39,9,25256,Male,Web,Member,Fashion,T - Shirts,248,3,0.5,145.7,14.6,High,credit_card
3/3/2018,23:51:39,3,45858,Male,Web,Member,Fashion,Shirts,196,2,0.4,108.2,10.8,High,credit_card
7/1/2018,9:34:04,5,26742,Male,Web,Member,Fashion,Jeans,218,1,0.5,111.8,11.2,Medium,credit_card
9/25/2018,11:30:10,6,26286,Female,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
9/15/2018,22:48:48,4,16465,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,21.3,2.1,Medium,money_order
11/20/2018,21:37:23,9,46821,Male,Web,Member,Fashion,Casula Shoes,122,1,0.5,17.6,1.8,Medium,money_order
5/30/2018,19:37:02,1,20172,Female,Web,Member,Fashion,Running Shoes,224,1,0.4,126.1,12.6,Medium,credit_card
2/5/2018,19:16:50,3,33872,Male,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,Medium,credit_card
4/28/2018,12:34:35,5,45430,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,Medium,credit_card
11/10/2018,17:25:40,3,51351,Male,Web,Member,Fashion,Titak watch,228,1,0.4,143.4,14.3,High,credit_card
10/25/2018,13:54:11,3,50924,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,59.9,6,Medium,money_order
5/20/2018,14:26:45,2,53848,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,158.1,15.8,Medium,credit_card
12/10/2018,9:52:21,9,50040,Male,Web,Member,Fashion,Shirts,196,5,0.5,67,6.7,High,credit_card
5/20/2018,17:07:44,4,50307,Male,Web,Member,Fashion,Jeans,218,3,0.5,118.4,11.8,Medium,credit_card
12/4/2018,19:53:56,2,54221,Male,Web,Member,Fashion,Suits,109,1,0.4,20.3,2,High,credit_card
12/27/2018,12:43:20,4,53722,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,High,credit_card
10/22/2018,12:06:16,7,53575,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,35.9,3.6,Medium,credit_card
6/30/2018,9:49:33,8,31953,Male,Web,Member,Fashion,Running Shoes,224,1,0.4,135,13.5,High,credit_card
7/25/2018,20:51:07,6,59219,Male,Web,Member,Fashion,Formal Shoes,213,3,0.5,101.1,10.1,High,credit_card
8/3/2018,8:34:52,7,26133,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,High,credit_card
5/16/2018,1:42:58,3,13024,Male,Web,Member,Fashion,Titak watch,228,1,0.5,120.6,12.1,Medium,credit_card
5/7/2018,14:21:03,1,43561,Male,Web,Member,Fashion,Fossil Watch,159,5,0.4,47.2,4.7,High,credit_card
5/6/2018,14:12:27,10,58438,Male,Web,Member,Fashion,T - Shirts,248,2,0.5,153.1,15.3,High,money_order
7/4/2018,19:19:21,5,19526,Male,Web,Member,Fashion,Shirts,196,3,0.5,86.6,8.7,Critical,money_order
11/17/2018,22:02:13,6,35822,Male,Web,Member,Fashion,Jeans,218,5,0.4,116.2,11.6,High,money_order
7/7/2018,8:46:56,1,25158,Male,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
4/6/2018,14:17:00,2,19500,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,High,credit_card
6/15/2018,12:36:28,1,35288,Female,Web,Member,Fashion,Casula Shoes,122,2,0.5,29.8,3,High,credit_card
12/12/2018,11:55:42,6,37489,Male,Web,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,High,credit_card
7/10/2018,16:31:45,8,44951,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,126.6,12.7,High,money_order
5/8/2018,20:28:49,8,20924,Male,Web,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,Medium,credit_card
7/6/2018,14:51:37,8,30645,Male,Web,Member,Fashion,Titak watch,228,2,0.5,134.3,13.4,Critical,credit_card
12/13/2018,21:15:56,7,46391,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,53.6,5.4,High,money_order
9/5/2018,17:27:01,1,43539,Female,Web,Member,Fashion,T - Shirts,248,3,0.4,153.1,15.3,High,e_wallet
11/12/2018,16:08:03,1,25050,Male,Web,Member,Fashion,Shirts,196,3,0.4,104.2,10.4,Medium,credit_card
8/18/2018,11:02:12,8,11571,Female,Web,Member,Fashion,Jeans,218,1,0.5,127.1,12.7,Critical,credit_card
8/5/2018,20:31:24,9,15920,Male,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,High,credit_card
9/5/2018,22:29:43,3,10556,Male,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,Medium,credit_card
10/13/2018,19:00:01,2,26041,Female,Web,Member,Fashion,Casula Shoes,122,1,0.5,40.8,4.1,High,e_wallet
8/14/2018,15:39:32,10,13989,Male,Web,Member,Fashion,Running Shoes,224,3,0.4,130.6,13.1,Medium,credit_card
11/25/2018,11:00:52,10,22592,Male,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,High,money_order
10/22/2018,12:48:41,7,48572,Male,Web,Guest,Fashion,Sneakers,62,1,0.5,62,6.2,Critical,credit_card
8/9/2018,21:38:41,9,19327,Male,Web,Member,Fashion,Titak watch,228,2,0.4,138.9,13.9,High,money_order
9/17/2018,16:00:20,7,36605,Male,Web,Member,Fashion,Fossil Watch,159,2,0.4,66.3,6.6,Medium,e_wallet
4/7/2018,12:31:49,10,30111,Male,Web,Member,Fashion,T - Shirts,248,3,0.5,130.8,13.1,High,credit_card
12/21/2018,21:44:40,6,17882,Male,Web,Member,Fashion,Shirts,196,1,0.4,100.3,10,Medium,credit_card
11/7/2018,11:56:01,7,32686,Male,Web,Member,Fashion,Jeans,218,1,0.5,135.8,13.6,Critical,credit_card
10/20/2018,2:49:42,9,35227,Female,Web,Member,Fashion,Suits,109,1,0.4,26.8,2.7,High,credit_card
7/17/2018,22:44:42,4,49080,Male,Web,Member,Fashion,Sports Wear,85,1,0.5,1.6,0.2,High,money_order
10/18/2018,15:20:40,1,58424,Male,Web,Member,Fashion,Casula Shoes,122,5,0.4,29.8,3,High,credit_card
4/24/2018,15:42:02,4,22847,Male,Web,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,High,credit_card
10/25/2018,18:04:43,10,32162,Male,Web,Member,Fashion,Formal Shoes,213,5,0.4,90.4,9,Medium,credit_card
3/14/2018,9:36:10,8,13896,Male,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,High,credit_card
9/18/2018,20:42:34,7,21957,Male,Web,Member,Fashion,Titak watch,228,3,0.5,113.8,11.4,High,credit_card
12/28/2018,12:27:21,7,49091,Male,Web,Member,Fashion,Fossil Watch,159,3,0.4,69.5,6.9,Critical,credit_card
8/13/2018,1:52:28,6,38194,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,148.2,14.8,High,credit_card
5/3/2018,13:49:39,8,16207,Male,Web,Member,Fashion,Shirts,196,1,0.4,112.1,11.2,Medium,money_order
7/24/2018,18:52:42,5,11783,Female,Web,Member,Fashion,Jeans,218,5,0.5,83.5,8.4,Medium,credit_card
5/13/2018,14:53:33,3,29120,Male,Web,Member,Fashion,Suits,109,1,0.5,27.9,2.8,Medium,credit_card
10/12/2018,21:07:05,8,10026,Female,Web,Member,Fashion,Sports Wear,85,2,0.5,42.5,4.3,High,money_order
1/21/2018,18:47:03,9,41751,Male,Web,Member,Fashion,Casula Shoes,122,2,0.4,32.2,3.2,High,credit_card
7/25/2018,20:20:26,3,27460,Male,Web,Member,Fashion,Running Shoes,224,2,0.5,130.6,13.1,High,credit_card
11/14/2018,19:45:18,9,52490,Female,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,High,money_order
6/22/2018,15:54:09,3,47369,Female,Web,Member,Fashion,Sneakers,62,1,0.5,15.5,1.6,High,credit_card
4/18/2018,14:42:28,10,47043,Male,Web,Member,Fashion,Titak watch,228,5,0.5,113.8,11.4,Medium,credit_card
11/13/2018,13:33:06,3,41479,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,75.8,7.6,Critical,credit_card
1/23/2018,11:33:12,1,10606,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,118.4,11.8,High,credit_card
2/6/2018,22:12:52,7,24918,Male,Web,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,High,credit_card
10/16/2018,16:02:47,7,53564,Male,Web,Member,Fashion,Jeans,218,1,0.5,94.4,9.4,Critical,debit_card
4/28/2018,22:46:02,2,33620,Male,Web,Member,Fashion,Suits,109,2,0.4,24.6,2.5,High,credit_card
7/4/2018,17:03:12,7,39673,Male,Web,Member,Fashion,Sports Wear,85,3,0.5,28.3,2.8,Critical,credit_card
10/4/2018,20:04:31,4,24519,Male,Web,Member,Fashion,Casula Shoes,122,5,0.4,17.6,1.8,High,money_order
8/24/2018,12:43:45,6,20310,Male,Web,Member,Fashion,Running Shoes,224,2,0.5,130.6,13.1,High,credit_card
